Area	Area_Name	Grid_Value	Comb_Value	NVCMES	EVT_Value	Class_Name	Description
1	CONUS	287	287	01.D.1.D014M037E287	4326	Boreal White Spruce-Fir-Hardwood Forest	This forest occurs on the southern edge of the boreal forest, ranging from eastern Alberta to eastern Canada and southward into Minnesota and the Great Lakes region.  It is widespread in much of its range and  can dominate the landscape.  Soils are acidic and usually rocky, and range from well-drained to somewhat poorly drained.  The low-elevation forests are typified by white spruce and balsam fir. Black spruce is often present, along with occasional jack pine. Common to abundant boreal hardwoods include quaking aspen and paper birch. Other hardwoods are relatively minor. This forest system may include earlier successional patches, in which aspen and birch are dominant or mixed with spruce and fir, that will develop into spruce-fir forests. Blowdowns with subsequent gap regeneration are the most frequent form of natural disturbance, with large-scale fires important at longer return intervals.
1	CONUS	288	288	01.D.2.D016M299E288	9501	Boreal Acidic Peatland Systems	"This systems group includes peatlands that are found at the near-boreal latitudes of the northeastern and north-central United States and adjacent Canada, where climate allows the rate of peat accumulation to exceed its decomposition, resulting in acidic peatlands. They vary from ombrotrophic to weakly minerotrophic, often within the same peatland, with various arrangements of raised bog (ombrotrophic) and poor fen (minerotrophic) portions; most are at least partly ombrotrophic. The surface morphology of the bog may be more-or-less level, domed, or eccentric, but typically is over the water table. A maritime version along the north Atlantic Coast south to easternmost Maine develops distinctive raised plateaus when occurring in basins, or occurs as a ""blanket bog"" over a sloping rocky substrate in extreme maritime settings. The vegetation physiognomy varies from forest to low-shrub dominance, often with patches of graminoids and bryophyte lawns. The maritime bogs are almost always non-forested and often feature lawns of Trichophorum caespitosum. In settings where trees form a partial to moderate cover, stunted (or less frequently well-developed) Picea mariana and Larix laricina are the dominant trees, and dwarf-shrubs (Chamaedaphne calyculata, Ledum groenlandicum) and sedges are common in the understory. Dwarf-shrub-dominated areas are dominated by low ericaceous shrubs (including Kalmia angustifolia, Kalmia polifolia, Ledum groenlandicum, Chamaedaphne calyculata, and, near the coast, Empetrum nigrum and Gaylussacia dumosa), with patches of stunted conifers. In the raised portions, secondary bog pools may be present. These peatlands are sometimes referred to as a ""muskeg,"" a flat boggy peatland with scattered trees and a fairly dense shrub layer on mounded or hummocky peat."
1	CONUS	289	289	01.D.2.D016M300E289	9815	Eastern Boreal Floodplain	These southern boreal floodplains are found in the extreme northern portions of the eastern U.S., and believed to be more widespread in Canada. They consist of flat floodplains along northern rivers, in depositional areas not strongly influenced by ice-scour, where topography and process have resulted in a complex of upland and wetland alluvial vegetation. This complex includes floodplain forests dominated by northern trees such as balsam poplar and black ash, as well as herbaceous sloughs and shrub wetlands. (Silver maple is uncommon or absent.) Most areas are underwater each spring; microtopography determines how long the various habitats are inundated. The distribution in the U.S. appears to be primarily Canadian, with incursions into northern Maine and northern Minnesota.
1	CONUS	290	290	02.A.3.D095M287E290	3117	South Florida Shell Hash Beach	This system represents carbonate sand beaches of the Florida Keys and south Florida mangrove islands (after Johnson and Barbour 1990). The vegetation is poorly known but apparently includes at least one endemic species, Garber's sandmat. Other diagnostic species may include Jamaica-dogwood and blackbead.
1	CONUS	291	291	02.A.3.D095M287E291	3115	Southeast Florida Beach	This beach ecological system is the southernmost of its kind along the mainland coast of North America. Its southerly location distinguishes it from other types along the Atlantic Coast, primarily due to the prevalence of the tropical flora it supports. This type is related to ~Southwest Florida Beach (CES411.276)$$ but is affected directly by much higher wave energy from the Atlantic. This region has some of the highest wave energy along the entire Atlantic Coastal Plain (Tanner 1960).
1	CONUS	292	292	02.A.3.D095M287E292	3120	Southwest Florida Beach	This system ranges from Anclote Key southward to Cape Romano (Johnson and Barbour 1990). Within the northern Gulf region these beaches are distinguished by the highest species richness, greatest cover of succulents, and high cover of dune marsh-elder and several tropical species (Barbour et al. 1987). Sands are relatively coarse and, unlike other beach systems of the northern Gulf of Mexico, are extremely rich in calcium from an abundance of calcareous shell fragments.
1	CONUS	293	293	02.A.5.D018M041E293	9219	South Florida Everglades Sawgrass Marsh	"This marsh system was a dominant type throughout much of the Everglades region of southeastern Florida. It consists largely of herbaceous marsh vegetation across a range of soil and hydrologic conditions, but generally falls within conditions outlined by Duever et al. (1986), i.e., hydroperiod of 225-275 days per year, maximum wet-season water level of 40 cm., and occurrence on peat soils. Several individual marsh community associations have been recognized based on species composition, structure, and aspect. Variations are largely due to the interrelated effects of fire, soils, and hydroperiod. Sawgrass beds or ""glades"" may have been the single most extensive component of this system (Hilsenbeck et al. 1979), and large areas may have the appearance of nearly monotypic stands of sawgrass. However, local variation in composition and stature are also often apparent. For example, two broad aspect types of sawgrass marsh are often recognized based on density and/or height (Kushlan 1990, Gunderson and Loftus 1993) with denser and taller stands typically occurring on higher topographic positions and deeper organic soils, while sparser, shorter stands occur in lower topography on shallower soils. In addition, other marsh types are also interfingered in the sawgrass matrix where wetter depressions are found and/or where fires have burned away peat soils."
1	CONUS	294	294	02.A.5.D018M041E294	9718	South Florida Freshwater Slough and Gator Hole	This system includes a series of wetlands of southern Florida, ranging in physiognomy from open and herbaceous-dominated to tree-dominated patches, including nearly monospecific stands of Carolina willow (Davis 1943, Loveless 1959, Craighead 1971). These wetlands hold water for much of the year and have some of the longest hydroperiods (8-12 months) in a region characterized by wetlands. Most are maintained, at least historically, by American alligators. Alligators were such a dominant disturbance force in many plant communities of south Florida that their role has been compared with that of bison in the prairies (Craighead 1971). Through constant movement, they create numerous small pools and ponds (analogous to buffalo wallows) as well as trails to and from these pools through sawgrass marshes. These paths eventually widen and deepen into creeks. Many of these small freshwater creeks have been invaded by mangroves and hardwoods, including Carolina willow, in the absence of fire and with decreases in alligator populations (Craighead 1971). Some emergent wetlands included within the concept of this system may also have originated from soil and topographic changes in former sawgrass marshes following severe fires that consume organic substrate and decrease soil elevation (Gunderson and Loope 1982b). One component of this system (&#8243; heads&#8243; may originate as circular or oval-shaped solution holes or basins, being maintained and possibly enhanced by the alligator activity. Without this activity, there would be a tendency for the hole or basin to fill with organic material and succeed to other systems. Soils are mucky peats. In addition, Carolina willow seeds are readily dispersed by wind and may rapidly colonize wet depressions and disturbed areas. In the absence of fire and disturbance, these areas may remain in a forested condition. Otherwise, they would cycle between different physiognomic states, including sawgrass marsh.
1	CONUS	295	295	02.A.5.D018M041E295	9602	South Florida Wet Marl Prairie	This system includes marl prairies of the southern Florida Everglades region and related vegetation of the Florida Keys. This system occurs only on shallower soils with bedrock close to the surface (Gunderson and Loftus 1993). Composition and variability in this system is heavily influenced by hydrology, with the predominant community types occurring on seasonally flooded (3-7 months per year) soils; with diminished hydroperiod species composition changes (Hilsenbeck et al. 1979). Possibly the most unique vegetational component are small-patch communities found on elevated areas of oolitic rocks referred to as pinnacle rock (Gunderson and Loftus 1993) or table rock (Hilsenbeck et al. 1979). This system also includes embedded solution holes (depressions formed from limestone collapse).
1	CONUS	296	296	02.B.1.D020M043E296	5401	California Maritime Chaparral	This chaparral shrubland occurs in patches restricted to sands, sandstones, other marine sediments, and stabilized sand dunes within the fog belt throughout the central and northern California coast.  It is characterized by a combination manzanita and Ceanothus, which are species that reproduce by seed rather than resprouting. Depending on the location, a different endemic manzanita species is the dominant shrub, but chamise, black sage, California coffeeberry, holly leaf buckthorn and coast live oak are often also present. Stands can be very dense with little to no herbaceous undergrowth, or more open with grasses inbetween shrubs. Controlled burns have resulted in poor survivorship of manzanita  species and scientists believe they need long fire-free intervals, so that many seeds may build up in the soil over time, creating what is called a  viable seedbank, that will be the source of new shrubs following fire.
1	CONUS	297	297	02.B.1.D020M043E297	5402	California Mesic Chaparral	This rich chaparral  occurs on mesic sites such as north-facing slopes, concavities, or bottom of slopes throughout coastal California but inland from  coastal fog belt. It occurs mostly on north-facing slopes up to 1500 m (4550 feet) in elevation and up to 1830 m (6000 feet) in southern California. It is dominated by a variety of mixed or single-species, that are evergreen and  sclerophyllous (thick-leaved and drought resistant) shrubs that resprout from thick roots following fire. Common species include scrub oak, scrub interior live oak, birchleaf mountain-mahogany, California ash, silktassel, toyon, honeysuckle, hollyleaf cherry, hollyleaf buckthorn, and hollyleaf redberry. Most chaparral species are fire-adapted, resprouting vigorously after burning or producing fire-resistant seeds. However, this is not a system that requires frequent fire for perpetuation.
1	CONUS	298	298	02.B.1.D020M043E298	5404	California Xeric Serpentine Chaparral	This ecological system occurs throughout Mediterranean California  on thin, rocky,  serpentinite soils. Serpentine soil can have very low Calcium to Magnesium ratios, which  impacts biotic composition. This system is highly variable and spotty in distribution. Characteristic plant species include McNab cypress, leather oak, whiteleaf manzanita, Mexican manzanita, and bigberry manzanita. Common associates include common chamise, sedgeleaf buckbrush, California flannelbush, deer oak, huckleberry oak, silktassel spp., California laurel, Siskiyou-mat, California coffeeberry, and pinemat manzanita. California endemics such as muskbush also occur. Foothill pine can merely present to abundant. Many locally endemic and rare wildflowers  can occur, such as twistflower spp., dwarf-flax spp., buckwheat spp., tarweed spp., monkeyflower spp., onion spp., and serpentine milkweed. This chaparral type tends to have fewer trees than mesic chaparral.
1	CONUS	299	299	02.B.1.D020M043E299	5516	Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral	Serpentine savannas, found in areas that are wet enough to support forests and woodlands, with the rocky, mineralized soils keeping the sites open.  Usually found on river terraces, lower mountain slopes, and ridgetops, often with southern exposures.   These are grasslands or open chaparral shrublands with isolated Jeffrey pine or occasionally knobcone pine trees. Grasses and exceptionally diverse forbs dominate the understory, with variable shrubs.
1	CONUS	300	300	02.B.1.D020M043E300	4404	Mediterranean California Mesic Serpentine Woodland and Chaparral	This ecological system occurs in Mediterranean California in the north and south Coast Ranges and the northern Sierra Nevada, on cool northerly  slopes and toeslopes with thin, rocky, serpentinite soils. Serpentine soil can have very low Calcium to Magnesium ratio, which  impacts biotic composition. Sargent cypress, foothill pine, chaparral silktassel, leather oak, California laurel, and California coffeeberry are characteristic. Common associates include toyon, common chamise, and the California endemics sticky whiteleaf manzanita and muskbush. Common herbs can include Torrey's melicgrass, Idaho fescue, iris spp., and locally endemic serpentine wildflowers. Structurally, this system is sometimes like a woodland, and can be dense very tall, nearly tree-like chaparral,  depending on fire history.
1	CONUS	301	301	02.B.1.D020M043E301	5408	Northern and Central California Dry-Mesic Chaparral	This open chaparral shrubland is found  inland from maritime chaparral up to 1500 m 4550 feet in elevation, in interior valleys and their margins, from northern California through the northern end of the Central Valley and north into Oregon.  A mix of drought deciduous and evergreen chaparral species, including common chamise, buckbrush, several manzanita species, California flannelbush, bushmallow, bush poppy, and stingaree-bush. In Oregon, it is characterized by buckbrush and manzanita, usually with bunchgrass understories.  These chaparral shrublands usually occur in and around larger patches of oak savannas, woodlands and mixed hardwood - conifer woodlands. Fires are intense, the shrubs reseed after fire, so it is considered a fire-adapted shrubland..
1	CONUS	302	302	02.B.1.D020M043E302	5410	Southern California Dry-Mesic Chaparral	This ecological system includes chaparral from sea level up to 1500 m (4550 feet) elevation throughout central and southern California and inland portions of Baja Norte, Mexico. It is found in dry-mesic to mesic site conditions analogous to mesic chaparral. Santa Ana winds drive late-summer, stand-replacing fires in these systems. Characteristic species include bigpod ceanothus, hoaryleaf ceanothus, chaparral whitethorn, Mojave Desert whitethorn, common chamise, redshank, bigberry manzanita, birchleaf mountain-mahogany, smooth mountain-mahogany, sugarbush, and mission manzanita.
1	CONUS	303	303	02.B.1.D020M044E303	5210	Southern California Coastal Scrub	This mixed coastal shrubland occurs from central California south into Baja Norte, Mexico. It is composed of drought-deciduous shrubs such as California sagebrush, black sage, white sage, purple sage, California brittlebush, and California wild buckwheat.  Also present  are fire-tolerant evergreen shrubs, laurel sumac, lemonade sumac, and hollyleaf buckthorn. Recent increases in the number of fires have converted many of these shrublands to non-native, annual grasslands.  Abundance of fire-tolerant shrubs, and coastal prickly-pear have increased in many areas.
1	CONUS	304	304	02.B.2.D021M045E304	7501	California Central Valley and Southern Coastal Grassland	This system is found from 10-1200 m (30-3600 feet) elevation; receiving on average 50 cm (range 25-100 cm) of precipitation per year, mainly as winter rain. It is found with fine-textured soils, moist or even waterlogged in winter, but very dry in summer. Historically, these grasslands were common among oak savanna and woodland and probably experienced similar frequent fire regimes. Characteristic plant species include purple needlegrass, threeawn spp., boreal yarrow, blow-wives, annual goat-chicory, common goldenstar, prettyface, wavyleaf soap-plant, winecup fairyfan, tall mountain shootingstar, blue wild rye, beardless lyme grass, California fescue, California melicgrass, attenuate Indian-paintbrush, and curly bluegrass.
1	CONUS	305	305	02.B.2.D021M045E305	7401	California Mesic Serpentine Grassland	These grasslands are of very limited distribution in California within the Coast Ranges, Sierra Nevada, and Transverse Ranges on deep soils with serpentine-rich parent material. Serpentine soils can have  very low Calcium to Magnesium ratio that  impacts the  biotic composition.  In this system, native perennial grass dominates, though typically in less dense cover than other grassland  types. Characteristic species include serpentine reedgrass, California poppy, Eastwood's fescue, curly bluegrass, hayfield tarweed, nodding needlegrass, and purple needlegrass. Historic fire regimes in this system are not well known.
1	CONUS	306	306	02.C.1.D022M048E306	7304	Columbia Basin Foothill and Canyon Dry Grassland	These dry grasslands of the inland Pacific Northwest are found on steep canyons and foothill slopes.  The grasslands are composed of bunchgrasses that are often open or patdhy especially on steep sites with rocky or gravelly soils.. Bluebunch wheatgrass, Idaho fescue, and panhandle prickly-pear are common species. Occasional deciduous shrubs may be present such as snowberry, oceanspray, serviceberry and currant.
1	CONUS	307	307	02.C.1.D022M048E307	7307	Columbia Basin Palouse Prairie	This lush bunchgrass prairie occurs on deep, productive soils in eastern Washington and Oregon, and west-central Idaho.  Idaho fescue and bluebunch wheatgrass are the most abundant grasses with needle-and-thread, Scribner's needlegrass, giant wildrye, great basin lyme grass, or curly bluegrass. Scattered shrubs may be present such as Saskatoon serviceberry, common snowberry, and black hawthorn.  Massive conversion to agriculture has reduced this once-extensive grassland to remnant patches that are now typically associated with steep and rocky sites. Invasion from exotic grasses cheatgrass or Kentucky bluegrass also threaten it.
1	CONUS	308	308	02.C.1.D022M048E308	7104	North Pacific Alpine and Subalpine Dry Grassland	These are high elevation, dry meadows, particularly south-facing slopes, typically imbedded in or above subalpine forests and woodlands.   They are dominated by bunchgrasses, most commonly fescues green, alpine, Idaho, and Roemer, often with an early season wildflower component.
1	CONUS	309	309	02.C.1.D022M048E309	7202	North Pacific Montane Grassland	These are relatively large areas of dry mountain meadows in the Cascade Mountians of Oregon and in the Sierra Nevada of California and Nevada.  They can be found up to 3500 m (10,300 feet)  in elevation. They occur in openings of mountain forests, along ridgelines and other exposed mountain-top areas, where soils are deeper than forest soils and are well drained.   Native 'bunchgrasses' that form dense clumps at their base, along with other native grasses tend to cover the ground.  Common grasses include wildrye, Idaho fescue and nodding needlegrass. A few wildflowers are present and form accents to the surrounding  sea of grass.  Occasionally there might be a single conifer tree in the meadow, separate from the surrounding forest.
1	CONUS	310	310	02.C.1.D022M048E310	5804	North Pacific Montane Shrubland	These are often dense shrublands found scattered in small to occasionally large patches in the coniferous forests of the Pacific Northwest.  They are usually created by fire or other disturbance, but the shrubs can persist for decades or more, usually on the dry ridgetops, exposed south slopes or rocky sites where they are established.  Deciduous tall shrubs vine maple, serviceberry, and huckleberry, evergreen shrubs snowbush, and wildflowers beargrass are the most common species.
1	CONUS	311	311	02.C.1.D022M048E311	7203	Northern Rocky Mountain Lower Montane, Foothill and Valley Grassland	These low to mid elevation grasslands found in the mountains and valleys of the northwestern US and extend southeast in to the middle Rocky Mountains where the climate (predominately winter moisture) favors certain grasses. Common grasses are large bunchgrasses (bluebunch wheatgrass, prairie fescue, Idaho fescue, or needle-and-thread) often with scattered (usually deciduous) shrubs and a diverse range of forbs.
1	CONUS	312	312	02.C.1.D022M048E312	5808	Northern Rocky Mountain Montane-Foothill Deciduous Shrubland	These shrublands are often found on foothill, lower mountain and canyon slopes in the Columbia Plateau and northern Rocky Mountains.  They vary from dense shrubs to open shrub - bunchgrass habitats. Tall deciduous shrubs such as ninebark, hawthorn, mock-orange, smooth sumac, and serviceberry with grasses like  fescue, bluebunch wheatgrass, pinegrass and elk sedge.  They sometimes occur near open Ponderosa pine and Douglas-fir woodlands, sometimes higher in the mountains near larch or true fir.  While found on all aspects, they are usually on fairly steep slopes or toeslopes.  In areas that received heavy livestock grazing, introduced  Kentucky bluegrass and timothy are often common.
1	CONUS	313	313	02.C.1.D022M048E313	5812	Northern Rocky Mountain Subalpine Deciduous Shrubland	High mountain shrublands in the northern Rocky Mountains that are often dominated by various deciduous shrubs. Fool's-huckleberry, alderleaf buckthorn, bristly black currant, thimbleberry, Cascade azalea, Sitka mountain-ash, and whortleberry are common shrubs, which occur with forbs such as iris, braken fern and fireweed. These shrublands occur on sites with shallow, moist soils that either burn too frequently or are otherwise poor habitat for trees.  However, avalanches do not occur repeatly on these sites.
1	CONUS	314	314	02.C.1.D022M048E314	7204	Northern Rocky Mountain Subalpine-Upper Montane Grassland	These mountain grasslands occur at higher elevations in the Canadian Rockies, extending south to eastern Oregon, Idaho and western Montana. They are found on ridges and often dryer south facing slopes ranging form small isolated patches to parklands, or more extensive dry grasslands. Lush grass cover appears to limit tree seedling growth with occasional fires also killing tree seedlings. Bunchgrasses such as fescues and needlegrasses are most common and include prairie fescue, Idaho fescue, greenleaf fescue, western needlegrass, and Richardson's needlegrass.  A variety of sedges, such as Hood's sedge, blunt sedge, and scirpus-like sedge and herbs like  spur lupine, mountain meadow cinquefoil, Virginia strawberry, and fireweed are often present.
1	CONUS	315	315	02.C.1.D022M048E315	7206	Southern Rocky Mountain Montane-Subalpine Grassland	These are grasslands found at mid- to high-elevations in the central and southern Rocky Mountains, mixed with spruce-fir, lodgepole pine, ponderosa pine and quaking aspen forests. Places they occur are flat to rolling plains and intermountain 'parks' (large treeless valleys within the forested mountains)  or on lower sideslopes that are dry. The soils of these areas resemble soils found in midwestern prairies, being high in organic matter and usually slightly acidic.  The predominant plants are grasses, which grow in dense clumps, mixed with wildflowers. Some important grass species include timber oatgrass, Parry's oatgrass, Idaho fescue, Arizona fescue, Thurber's fescue, slim-stem muhly, mountain muhly, or bluebunch wheatgrass.  Many species of upland birds utilize these grasslands for forage and nesting habitat.
1	CONUS	316	316	02.C.1.D022M049E316	5809	Rocky Mountain Gambel Oak-Mixed Montane Shrubland	Gambel oak shrublands occur in the mountains, plateaus and foothills of the southern Rocky Mountains and Colorado Plateau. They are most commonly found along dry foothills, lower mountain slopes, and at the edge of the western Great Plains, and are often situated above pinyon-juniper woodlands. Gambel oak is the predominant shrub, but other deciduous shrubs (lose their leaves in winter) include serviceberry, basin big sagebrush, mountain-mahogany, choke cherry, Stansbury's cliffrose, antelope bitterbrush, New Mexico locust, or snowberry. Fire typically plays an important role in this system, causing die-back of the shrubs in some areas, promoting stump sprouting of shrubs in other areas, and controlling the invasion of trees into the shrubland system. Natural fires often result in a mosaic of dense shrub clusters and openings dominated by herbs and grasses.
1	CONUS	317	317	02.C.1.D022M049E317	5806	Rocky Mountain Lower Montane-Foothill Shrubland	These widespread shrublands are found in the foothills, canyons  and lower elevation mountains slopes in the Rocky Mountains and on hills and canyon slopes in the western Great Plains. They  are found on exposed, rocky and dry sites that limit tree growth, although scattered juniper or ponderosa pine trees may be present. Mountain-mahogany shrubs are especially common in foothills in the Colorado Front Range, and north in Wyoming or south in New Mexico, however a mixture of dry shrubs including Utah serviceberry, antelope bitterbrush, or mountain snowberry may be present. Gambel oak is generally absent.  Natural fires play an important role in this system as many of the shrubs require a disturbance such as fire to reproduce.  With less frequent burning shrubs become larger and grasses become less abundant.
1	CONUS	318	318	02.C.1.D022M050E318	7502	California Northern Coastal Grassland	This ecological system is found in discontinuous patches below 300 m (1000 feet) elevation from San Francisco Bay north into Oregon on coastal terraces and ridgeline balds in the Coast Ranges and Klamath Mountains. It occurs in areas that receive more rainfall than other California grasslands of the interior or southern coastal California. In recent centuries, these were wild fire-dominated systems, as well as Native American use of fire in these areas. While still present, annuals herbs are not as prevalent in these grasslands as elsewhere in California. With fire suppression, coyotebrush and other shrub components of north coastal scrub often invade and can replace these grasslands with scrub-dominated systems. Bentgrass., California brome, Pacific reedgrass, California oatgrass, red fescue, Idaho fescue, tall false oats, and perennial wildflowers such as mountain iris, California blue-eyed-grass, hairy gumweed, and footsteps-of-spring are characteristic.
1	CONUS	319	319	02.C.1.D022M050E319	7604	North Pacific Herbaceous Bald and Bluff	These are grass and forb dominated cliffs, bluffs and grass balds which are common in the interior valleys and the lower mountains of western Oregon, Washington and British Columbia.  They are dominated by grasses and diverse wildflowers, often moss rich, and occur as openings in a conifer forested landscape.  The shallow soils and steep slopes usually prevent tree establishment, but small forested patches occur in the larger balds.  The balds and bluffs found immediately along the coastline and on ocean islands are distinguished as a different system.
1	CONUS	320	320	02.C.1.D022M050E320	7603	North Pacific Hypermaritime Shrub and Herbaceous Headland	These are the non-forested coastal headlands found along the Pacific Ocean from central Oregon north to British Columbia.  They occur both on headlands on the coast, as well as on many of the small to large off-shore islands.  The winds and salt spray either prevent or limit tree invasion into these grasslands or shrublands (which were also historically kept open by native American burning).  The include: dense shrub thickets of evergreen huckleberry, salal or salmonberry; tall grassland and forblands with Pacific reedgrass, angelica, coastal wormwood, or brakenfern; and low grasslands with red fescue and seapink.
1	CONUS	321	321	02.C.1.D022M050E321	5505	Willamette Valley Upland Prairie and Savanna	This grassland system is known only to the Puget Trough and Willamette Valley area. They are rare, dry, upland prairies and savannas found in the valleys and foothills of western Washington and Oregon.  Dominated by native bunchgrasses and diverse wildflowers, often with a few open and scattered trees of Oregon white oak, Douglas-fir or Ponderosa pine.  In Washington & British Columbia prairies can be found on glacial outwash areas, while in Oregon they are on deep soils and were maintained by native Indian burning.  Without regular burning, more and more trees would come in and shade out the prairie sun-loving wildflowers.  Much of these prairies have been coverted to agriculture or developed for housing.
1	CONUS	322	322	02.C.1.D022M168E322	7201	Mediterranean California Subalpine Meadow	This meadow occurs in mountains in Califorina, western Nevada and Oregon.  Tree establishment is limited by harsh environmental conditions such as excessively wet then dry soils, often with high snow deposition, then windswept dry conditions. Common plants include tundra aster, shorthair reedgrass, Mt. Hood pussy-paws, shorthair sedge, frosted wild buckwheat, and narrow false oats. Burrowing mammals are often present and increase the number of plants on site.
1	CONUS	323	323	02.C.1.D022M168E323	7205	Rocky Mountain Subalpine-Montane Mesic Meadow	High elevation meadows are found throughout the Rocky Mountains, often in a mosaic with conifer forests of spruce and fir just below the treeless alpine zone.  Sometimes they are found at middle and lower elevations of the mountains, but are mostly found on gentle to moderate slopes.  These meadows are often moist, but are only wet in the spring when snow is melting.  In the late summer they dry out, and are often good habitat for burrowing mammals such as ground squirrels or pocket gophers. Meadows such as these are very diverse in plant speices, with a mix of herbs and grasses; often they appear as lush fields of wildflowers.  Some of the common plants include fleabane, bluebells, beardtongue, bellflowers, lupines, goldenrod, licorice-root, western meadowrue, Sitka valerian, western coneflower, arrowleaf balsamroot, hairgrass, prairie junegrass, and perennial brome.
1	CONUS	324	324	02.C.1.D023M051E324	7302	Central Mixedgrass Prairie	The central mixedgrass prairie once covered vast areas from southern South Dakota to northern Texas.  It is still common in areas not converted to agriculture.  This prairie contains both shortgrass and tallgrass prairie species, which combine to form the mixedgrass prairie.  Western wheatgrass and little bluestem are widespread in this prairie.  Other common grasses include sideoats grama, little bluestem, big bluestem, needle-and-thread, prairie dropseed, and blue grama. Numerous forb and sedge species can also occur within the mixedgrass prairie.  Some dominant forb species include perennial ragweed, black-samson, and rush skeleton-plant. Oak species such as bur oak can occur in areas protected from fire due to topographic position.  Grazing and fire are important to maintaining the character of this prairie.  Fire, especially, prevents trees and shrubs from dominating the grasses.
1	CONUS	325	325	02.C.1.D023M051E325	7306	Northwestern Great Plains Mixedgrass Prairie	The northern mixedgrass system extends from northern Nebraska into southern Canada and westward through the Dakotas to the Rocky Mountain Front in Montana. The growing season and rainfall are intermediate to drier units to the southwest and mesic tallgrass regions to the east.  Grasses typically comprising the greatest canopy cover include western wheatgrass, green needlegrass, and fescue.  Fire and grazing constitute the primary dynamics affecting this system. Drought can also impact this system, in general favoring the shortgrass component at the expense of the mid-grasses. With intensive grazing, cool-season exotics such as Kentucky bluegrass and brome can increase in dominance. Shrub species such as can also increase in dominance with fire suppression. This system is one of the most disturbed grassland systems in Nebraska, North and South Dakota, and Canada.  Historically, this system covered approximately 38 million ha in Nebraska, North and South Dakota, and Canada.  Now it covers approximately 270,000 square km in this region.
1	CONUS	326	326	02.C.1.D023M051E326	7308	Western Great Plains Foothill and Piedmont Grassland	This mixed grassland occurs on foothill and mesa slopes along a relatively narrow elevational band near the base of the southern Rocky Mountain Front and extends east on to the plains in higher elevation piedmont areas from northeastern New Mexico to southeastern Wyoming. This area receives more abundant precipitation than the surrounding shortgrass prairie and can support mid and tall grasslands.  Common plants include a mixture of grasses such as big bluestem, little bluestem, mountain muhly, green needlegrass, western wheatgrass, needle-and-thread, New Mexico needlegrass,  blue grama (degraded sites), or bluebunch wheatgrass (northern sites).  This grassland is maintained by frequent fire. Without fire shrubs may invade and convert to shrubland.
1	CONUS	327	327	02.C.1.D023M051E327	7311	Western Great Plains Tallgrass Prairie	Tallgrass prairies can be found in patches throught the western Great Plains.  They are similar to the characteristic tallgrass prairies of the eastern Great Plains, but are usually found as small patches in mixedgreass prairies, often on terraces above floodplains or in areas with deep, loamy soils.  Similar to the prairies to the east, this system is dominated by big bluestem.  The primary dynamics for this system include fire, climate and grazing. Fire suppression in these areas has allowed for the invasion of woody species . Grazing also has contributed to these changes and likewise led to a decrease of this system as overgrazing favors shortgrass and mixedgrass systems. Conversion to agriculture likewise has probably decreased the range of this system. Thus, this system likely only occurs in small patches and in scattered locations throughout its range. Large-patch occurrences are mostly isolated to slopes and swales of rolling uplands where either grazing or cultivation are more problematic.
1	CONUS	328	328	02.C.1.D023M052E328	7309	Western Great Plains Sand Prairie	The sand prairies constitute a very unique system within the western Great Plainsand are often considered part of the tallgrass or mixedgrass regions in the western Great Plains. The largest expanse of sand prairies (approximately 5 million ha) can be found in the Sandhills of Nebraska and South Dakota. The unifying and controlling feature for this system is that coarse-textured soils predominate and the dominant grasses are well-adapted to this condition. Another important feature is their susceptibility to wind erosion. Grasses dominate the sand prairies, although relative dominance can change due to impacts of wind disturbance. Sand bluestem and prairie sandreed are the most common species. The primary use of this system has been grazing. Although greater than 90% of the Sandhills region is privately owned, the known fragility of the soils and the cautions used by ranchers to avoid poor grazing practices have allowed for fewer significant changes in the vegetation of the Sandhills and other sand prairies compared to other grassland systems. Fire also can influence this system.
1	CONUS	329	329	02.C.1.D023M052E329	5301	Western Great Plains Sandhill Steppe	This system is found mostly in south-central areas of the Western Great Plains Division ranging from southwestern Wyoming and southwestern Nebraska up into the Nebraska Sandhill region, south to central Texas. The climate is semi-arid to arid for much of the region in which this system occurs. This system is found on somewhat excessively to excessively well-drained, deep sandy soils that are often associated with dune systems and ancient floodplains. Typically, this system is characterized by a sparse to moderately dense woody layer dominated by sand sagebrush.   Associated  species can vary with geography, amount and season of precipitation, disturbance, and soil texture. Edaphic and climatic factors are the most important dynamic processes for this type, with drought and extreme winds impacting this system significantly in some areas.  Fire and grazing constitute the most important disturbances affecting this system.
1	CONUS	330	330	02.C.1.D023M053E330	5810	Western Great Plains Mesquite Woodland and Shrubland	This system is found primarily in the southern portion of the Western Great Plains Division, primarily in Texas, Oklahoma and eastern New Mexico. It is dominated by honey mesquite with shortgrass species such as blue grama or buffalograss typically present. Historically this system probably occurred as a natural component on more fertile soils and along drainages, but it has expanded its range into prairie uplands in recent decades.  Historically, fire controlled this system and limited the development of woody cover. Likewise, edaphic conditions and topographic factors limited this system to deep alluvial soils in relatively low topographic positions along broad valley floors.
